oox-ooxx-,0,0,0,0,0,0,0,0,36
-----oxo-,8270,1029,3512,3968,5999,0,0,0,2708
--x--oxoo,497,238,0,421,17,0,0,0,0
xox--oxoo,0,0,0,54,33,0,0,0,0
--oo----x,4397,710,0,0,3318,701,1320,5147,0
x-oo---ox,0,105,0,0,14,113,97,0,0
xooo-x-ox,0,0,0,0,41,0,0,0,0
o-x---o--,0,259,0,797,402,903,0,202,643
o-x--xoo-,0,80,0,220,108,0,0,0,21
---oox---,516,481,2046,0,0,0,548,671,1420
-o-oox--x,65,0,25,0,0,0,131,219,0
oo-ox-xxo,0,0,29,0,0,0,0,0,0
-o---ox--,5935,0,3861,3045,5845,0,0,4250,4070
oo--xox--,0,0,13,156,0,0,0,155,211
-o--o---x,235,0,2547,550,0,1772,2397,1871,0
xo--oo--x,0,0,0,28,0,0,30,37,0
xoo-oo-xx,0,0,0,0,0,0,34,0,0
--x-o---o,1245,1930,0,484,0,33,742,59,0
--xxoo--o,160,114,0,0,0,0,189,0,0
-xxxoo-oo,47,0,0,0,0,0,0,0,0
-o----o-x,5635,0,4518,478,4893,5341,0,273,0
-o-o-xo-x,238,0,20,0,186,0,0,8,0
-ox-xo--o,191,0,0,97,0,0,21,70,0
x-ox-o-o-,0,0,0,0,291,0,20,0,294
xxoxoo-o-,0,0,0,0,0,0,42,0,0
o-o-xooxx,0,32,0,0,0,0,0,0,0
----o-xo-,1246,1267,1074,1330,0,173,0,0,75
--o-o-xox,19,0,0,38,0,0,0,0,0
--oxooxox,31,0,0,0,0,0,0,0,0
o-x--o-xo,0,57,0,0,231,0,229,0,0
oxxo-o-xo,0,0,0,0,39,0,0,0,0
x---o-oxo,0,108,91,0,0,0,0,0,0
xo-o-o-x-,0,0,0,0,152,0,80,0,136
xooo-o-xx,0,0,0,0,40,0,40,0,0
-oxo--ox-,0,0,0,0,0,58,0,0,50
-oxoo-oxx,0,0,0,0,0,39,0,0,0
oo---x-ox,0,0,22,170,272,0,15,0,0
-ox----o-,741,0,0,434,6506,3652,3426,0,2732
oo-x-x--o,0,0,254,0,14,0,122,100,0
oo-x-xxoo,0,0,0,0,43,0,0,0,0
oox---xo-,0,0,0,188,23,113,0,0,303
--oo-o-xx,248,310,0,0,400,0,20,0,0
--oo-oxx-,63,119,0,0,162,0,0,0,24
-o-o----x,3093,0,3695,0,4584,5622,3777,2764,0
ooxo----x,0,0,0,0,154,15,238,252,0
ooxoo--xx,0,0,0,0,0,50,31,0,0
--x----oo,2470,2006,0,1903,3574,758,6825,0,0
x-x--o-oo,0,25,0,87,214,0,316,0,0
o--oxo-x-,0,23,149,0,0,0,554,0,215
o---xo-ox,0,0,45,0,0,0,103,0,0
o-xoxo-ox,0,0,0,0,0,0,47,0,0
----oo-x-,414,20,214,565,0,0,1458,0,1048
